S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
521,2022-06-03 18:59:00,C13474740514,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 23:29:00
524,2022-06-03 19:09:00,C13474062282,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 22:19:00
528,2022-06-03 19:41:00,C13472656861,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 23:05:00
529,2022-06-03 19:41:00,C13467693948,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 22:17:00
530,2022-06-03 19:42:00,C13473364788,1.11E+15,,Hourly         ,$3.55 ,2022-06-04 00:10:00
531,2022-06-03 19:58:00,C13473654080,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 22:18:00
532,2022-06-03 20:09:00,C13471858195,1.00E+15,,Hourly         ,$3.00 ,2022-06-03 22:33:00
533,2022-06-03 20:12:00,C13468910783,1.11E+15,,Hourly         ,$3.20 ,2022-06-04 00:03:00
535,2022-06-03 20:31:00,C13473595967,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 22:33:00
536,2022-06-03 20:41:00,C13473383463,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 23:46:00
537,2022-06-03 20:41:00,C13470669213,1.11E+15,,Hourly         ,$4.55 ,2022-06-04 00:30:00
538,2022-06-03 20:44:00,C13471325782,1.11E+15,,Hourly         ,$3.20 ,2022-06-04 00:03:00
539,2022-06-03 20:50:00,C13472009449,                ,,Hourly         ,$3.45 ,2022-06-04 00:08:00
540,2022-06-03 21:23:00,C13473304528,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 21:34:00
551,2022-06-03 23:11:00,C13471749393,1.11E+15,,Hourly         ,$3.00 ,2022-06-03 23:41:00
556,2022-06-03 23:55:00,C13475372268,0,,Hourly         ,$0.00 ,
562,2022-06-04 07:09:00,C13473144081,0,,Season         ,$0.00 ,2022-06-04 07:17:00
564,2022-06-04 07:32:00,C13566533264,0,,Season         ,$0.00 ,2022-06-04 12:19:00
565,2022-06-04 08:34:00,C13473907785,1.11E+15,,Hourly         ,$12.60 ,2022-06-04 13:48:00
566,2022-06-04 09:11:00,C13061560203,0,,Hourly         ,$0.00 ,2022-06-04 09:12:00
568,2022-06-04 09:13:00,C13474138588,1.11E+15,,Hourly         ,$13.04 ,2022-06-04 14:39:00
569,2022-06-04 09:19:00,C13470392589,1.11E+15,,Hourly         ,$4.64 ,2022-06-04 11:15:00
570,2022-06-04 09:23:00,C13396517396,0,,Hourly         ,$0.00 ,
571,2022-06-04 09:57:00,C13472281303,1.11E+15,,Hourly         ,$1.28 ,2022-06-04 10:29:00
572,2022-06-04 10:25:00,C13473037723,1.11E+15,,Hourly         ,$6.64 ,2022-06-04 13:10:00
574,2022-06-04 10:45:00,C13472814929,0,,Season         ,$0.00 ,2022-06-04 13:39:00
575,2022-06-04 11:06:00,C13474897816,1.11E+15,,Hourly         ,$6.32 ,2022-06-04 13:43:00
577,2022-06-04 11:25:00,C13475526071,1.11E+15,,Hourly         ,$5.36 ,2022-06-04 13:38:00
578,2022-06-04 11:32:00,C13473905390,1.11E+15,,Hourly         ,$2.28 ,2022-06-04 12:28:00
579,2022-06-04 11:33:00,C13475266437,1.11E+15,,Hourly         ,$4.00 ,2022-06-04 13:13:00
580,2022-06-04 11:35:00,C13471814197,1.11E+15,,Hourly         ,$8.20 ,2022-06-04 15:00:00
581,2022-06-04 11:47:00,C13474006446,1.11E+15,,               ,$8.04 ,2022-06-04 16:33:00
584,2022-06-04 12:31:00,C13474017112,0,,Season         ,$0.00 ,2022-06-04 13:12:00
585,2022-06-04 12:42:00,C13469402433,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 13:57:00
586,2022-06-04 13:05:00,C13474974585,1.11E+15,,Hourly         ,$6.72 ,2022-06-04 15:53:00
587,2022-06-04 13:06:00,C13565725249,1.11E+15,,Hourly         ,$10.60 ,2022-06-04 17:30:00
591,2022-06-04 13:20:00,C13474458027,1.11E+15,,Hourly         ,$1.32 ,2022-06-04 13:53:00
598,2022-06-04 14:13:00,C13473407825,1.11E+15,,Hourly         ,$12.08 ,2022-06-04 18:29:00
599,2022-06-04 14:25:00,C13473015190,1.11E+15,,Hourly         ,$1.44 ,2022-06-04 15:01:00
601,2022-06-04 14:43:00,C13468252540,1.11E+15,,Hourly         ,$1.64 ,2022-06-04 15:24:00
605,2022-06-04 15:29:00,C13472007727,0,,Hourly         ,$0.00 ,2022-06-04 15:31:00
606,2022-06-04 15:30:00,C13566280449,0,,Hourly         ,$0.00 ,
608,2022-06-04 15:53:00,C13472717680,1.11E+15,,Hourly         ,$4.36 ,2022-06-04 17:42:00
611,2022-06-04 16:47:00,C13566348834,1.11E+15,,               ,$0.36 ,2022-06-04 16:59:00
613,2022-06-04 17:28:00,C13473500514,1.11E+15,,Hourly         ,$0.44 ,2022-06-04 17:39:00
617,2022-06-04 17:58:00,C13473459744,0,,Season         ,$0.00 ,2022-06-04 21:07:00
618,2022-06-04 18:18:00,C13566219993,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 19:48:00
619,2022-06-04 18:23:00,C13565788362,0,,Season         ,$0.00 ,2022-06-04 19:57:00
621,2022-06-04 18:57:00,C13066750911,1.11E+15,,Hourly         ,$12.00 ,2022-06-05 20:14:00
622,2022-06-04 18:59:00,C13472420333,0,,Hourly         ,$0.00 ,2022-06-04 19:03:00
624,2022-06-04 19:44:00,C13474978058,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 23:00:00
627,2022-06-04 19:58:00,C13468910783,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 23:52:00
628,2022-06-04 20:04:00,C13469464209,1.11E+15,,Hourly         ,$3.85 ,2022-06-05 00:16:00
629,2022-06-04 20:06:00,C13471186924,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 22:44:00
630,2022-06-04 20:10:00,C13472578075,1.11E+15,,Hourly         ,$3.65 ,2022-06-05 00:12:00
631,2022-06-04 20:18:00,C13566133971,1.00E+15,,Hourly         ,$3.00 ,2022-06-04 23:32:00
632,2022-06-04 20:30:00,C13471310319,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 22:45:00
633,2022-06-04 20:32:00,C13566126267,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 23:38:00
634,2022-06-04 20:40:00,C13471933253,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 23:01:00
635,2022-06-04 20:41:00,C13475396967,1.11E+15,,Hourly         ,$6.05 ,2022-06-05 01:00:00
636,2022-06-04 20:47:00,C13565765586,1.11E+15,,Hourly         ,$3.00 ,2022-06-04 22:47:00
638,2022-06-04 22:07:00,C13565793559,1.11E+15,,Hourly         ,$3.85 ,2022-06-05 00:16:00
651,2022-06-05 08:31:00,C13472664585,1.11E+15,,Hourly         ,$3.04 ,2022-06-05 09:46:00
652,2022-06-05 08:40:00,C13473504639,1.11E+15,,Hourly         ,$10.16 ,2022-06-05 12:53:00
654,2022-06-05 08:42:00,C13475676743,1.11E+15,,Hourly         ,$6.44 ,2022-06-05 11:23:00
653,2022-06-05 08:42:00,C13474344268,0,,Hourly         ,$0.00 ,2022-06-05 08:49:00
656,2022-06-05 08:50:00,C13474368622,1.11E+15,,Hourly         ,$9.44 ,2022-06-05 12:45:00
657,2022-06-05 08:53:00,C13566255882,1.11E+15,,Hourly         ,$5.04 ,2022-06-05 10:59:00
658,2022-06-05 08:54:00,C13374224873,1.11E+15,,Hourly         ,$5.08 ,2022-06-05 11:00:00
659,2022-06-05 08:54:00,C13475141976,1.11E+15,,Hourly         ,$1.92 ,2022-06-05 09:41:00
660,2022-06-05 09:00:00,C13474120668,1.11E+15,,Hourly         ,$10.84 ,2022-06-05 13:31:00
661,2022-06-05 09:00:00,C13471724785,0,,Season         ,$0.00 ,2022-06-05 12:25:00
662,2022-06-05 09:03:00,C13566031341,1.11E+15,,Hourly         ,$7.20 ,2022-06-05 12:03:00
663,2022-06-05 09:05:00,C13565690012,1.11E+15,,Hourly         ,$13.20 ,2022-06-05 14:35:00
664,2022-06-05 09:08:00,C13474152710,1.11E+15,,Hourly         ,$4.36 ,2022-06-05 10:56:00
665,2022-06-05 09:17:00,C13566292957,1.11E+15,,Hourly         ,$8.24 ,2022-06-05 12:42:00
666,2022-06-05 09:20:00,C13473171737,1.01E+15,,Hourly         ,$8.08 ,2022-06-05 12:42:00
667,2022-06-05 09:22:00,C13475014000,1.11E+15,,Hourly         ,$9.44 ,2022-06-05 13:17:00
668,2022-06-05 09:22:00,C13474914985,1.11E+15,,Hourly         ,$3.72 ,2022-06-05 10:54:00
669,2022-06-05 09:22:00,C13474800869,1.11E+15,,Hourly         ,$6.32 ,2022-06-05 12:00:00
670,2022-06-05 09:23:00,C13566237056,1.11E+15,,Hourly         ,$12.72 ,2022-06-05 14:40:00
671,2022-06-05 09:40:00,C13473363986,1.11E+15,,Hourly         ,$7.08 ,2022-06-05 12:36:00
674,2022-06-05 09:49:00,C13471584904,1.11E+15,,Hourly         ,$3.40 ,2022-06-05 11:14:00
675,2022-06-05 09:58:00,C13470066585,1.11E+15,,Hourly         ,$6.76 ,2022-06-05 12:47:00
676,2022-06-05 10:00:00,C13470330847,1.11E+15,,Hourly         ,$6.08 ,2022-06-05 12:32:00
677,2022-06-05 10:09:00,C13468252540,1.11E+15,,Hourly         ,$1.32 ,2022-06-05 10:41:00
678,2022-06-05 10:10:00,C13466890076,1.11E+15,,Hourly         ,$13.16 ,2022-06-05 15:38:00
679,2022-06-05 10:17:00,C13469433115,1.11E+15,,Hourly         ,$4.20 ,2022-06-05 12:01:00
680,2022-06-05 10:17:00,C13472168503,1.11E+15,,Hourly         ,$2.92 ,2022-06-05 11:30:00
681,2022-06-05 10:17:00,C13471861939,1.11E+15,,Hourly         ,$4.20 ,2022-06-05 12:02:00
682,2022-06-05 10:23:00,C13473598301,1.11E+15,,Hourly         ,$4.12 ,2022-06-05 12:06:00
683,2022-06-05 10:25:00,C13473145649,1.11E+15,,Hourly         ,$11.44 ,2022-06-05 15:10:00
684,2022-06-05 10:25:00,C13469501483,1.11E+15,,Hourly         ,$1.76 ,2022-06-05 11:09:00
685,2022-06-05 10:30:00,C13471774019,1.11E+15,,Hourly         ,$5.16 ,2022-06-05 12:39:00
686,2022-06-05 10:33:00,C13473144578,1.11E+15,,Hourly         ,$4.08 ,2022-06-05 12:15:00
688,2022-06-05 10:45:00,C13473979919,1.11E+15,,Hourly         ,$7.24 ,2022-06-05 13:45:00
689,2022-06-05 10:46:00,C13565959352,1.11E+15,,Hourly         ,$4.40 ,2022-06-05 12:36:00
690,2022-06-05 10:48:00,C13473734451,1.11E+15,,Hourly         ,$4.40 ,2022-06-05 12:37:00
693,2022-06-05 10:58:00,C13473571424,1.11E+15,,Hourly         ,$3.68 ,2022-06-05 12:30:00
696,2022-06-05 11:04:00,C13474895078,1.11E+15,,Hourly         ,$2.68 ,2022-06-05 12:11:00
699,2022-06-05 11:14:00,C13472306541,1.11E+15,,Hourly         ,$5.04 ,2022-06-05 13:20:00
720,2022-06-05 12:51:00,C13566008389,1.11E+15,,Hourly         ,$4.72 ,2022-06-05 14:49:00
726,2022-06-05 14:03:00,C13473918732,1.11E+15,,Hourly         ,$4.36 ,2022-06-05 15:51:00
727,2022-06-05 14:10:00,C13473686585,0,,Hourly         ,$0.00 ,2022-06-05 14:20:00
728,2022-06-05 14:16:00,C13472481250,0,,Hourly         ,$0.00 ,2022-06-05 14:21:00
731,2022-06-05 14:24:00,C13472263337,1.11E+15,,Hourly         ,$3.36 ,2022-06-05 15:48:00
735,2022-06-05 14:53:00,C13565726694,1.00E+15,,Hourly         ,$10.48 ,2022-06-05 18:49:00
737,2022-06-05 15:15:00,C13565788362,0,,Season         ,$0.00 ,2022-06-05 18:12:00
738,2022-06-05 15:17:00,C13566465227,1.11E+15,,Hourly         ,$9.52 ,2022-06-05 19:28:00
739,2022-06-05 15:38:00,C13472597437,1.11E+15,,Hourly         ,$2.16 ,2022-06-05 16:31:00
743,2022-06-05 16:13:00,C13473686585,1.11E+15,,Hourly         ,$1.72 ,2022-06-05 16:56:00
747,2022-06-05 18:36:00,C13474535560,1.11E+15,,Hourly         ,$3.00 ,2022-06-05 23:23:00
749,2022-06-05 19:16:00,C13566448998,1.11E+15,,Hourly         ,$3.00 ,2022-06-05 23:15:00
754,2022-06-06 06:25:00,C13471724785,0,,Season         ,$0.00 ,2022-06-06 17:19:00
756,2022-06-06 07:13:00,C13470461157,0,,Season         ,$0.00 ,2022-06-06 16:16:00
757,2022-06-06 07:18:00,C13474571374,0,,Hourly         ,$0.00 ,2022-06-06 07:28:00
758,2022-06-06 07:25:00,C13471054099,0,,Season         ,$0.00 ,2022-06-06 18:36:00
759,2022-06-06 07:25:00,C13472255391,0,,Hourly         ,$0.00 ,2022-06-06 17:26:00
760,2022-06-06 07:28:00,C13471891516,0,,Season         ,$0.00 ,2022-06-06 18:22:00
762,2022-06-06 07:35:00,C13473417907,1.11E+15,,Hourly         ,$29.80 ,2022-06-06 22:06:00
763,2022-06-06 07:39:00,C13475420908,0,,Season         ,$0.00 ,2022-06-06 18:52:00
764,2022-06-06 07:45:00,C13566352539,0,,Season         ,$0.00 ,2022-06-06 17:49:00
765,2022-06-06 07:45:00,C13396383176,0,,Hourly         ,$0.00 ,2022-06-06 07:47:00
767,2022-06-06 07:59:00,C13473875148,0,,Season         ,$0.00 ,2022-06-06 17:51:00
769,2022-06-06 08:04:00,C13472814929,0,,Season         ,$0.00 ,2022-06-06 17:49:00
768,2022-06-06 08:04:00,C13565788362,0,,Season         ,$0.00 ,2022-06-06 17:45:00
771,2022-06-06 08:07:00,C13473197343,0,,Season         ,$0.00 ,2022-06-06 17:38:00
770,2022-06-06 08:07:00,C13473532757,0,,Season         ,$0.00 ,2022-06-06 14:57:00
772,2022-06-06 08:19:00,C13472444959,0,,Season         ,$0.00 ,2022-06-06 17:56:00
773,2022-06-06 08:22:00,C13389067860,1.11E+15,,Hourly         ,$17.44 ,2022-06-06 14:52:00
774,2022-06-06 08:22:00,C13470818099,0,,Season         ,$0.00 ,2022-06-06 08:38:00
775,2022-06-06 08:25:00,C13475514638,0,,Season         ,$0.00 ,2022-06-06 12:56:00
776,2022-06-06 08:33:00,C13474648173,0,,Season         ,$0.00 ,2022-06-06 18:14:00
777,2022-06-06 08:34:00,C13470650172,0,,Season         ,$0.00 ,2022-06-06 09:03:00
778,2022-06-06 08:34:00,C13474648693,0,,Hourly         ,$0.00 ,2022-06-06 17:26:00
780,2022-06-06 08:39:00,C13473134123,0,,Season         ,$0.00 ,2022-06-06 18:36:00
781,2022-06-06 08:42:00,C13472559297,0,,Season         ,$0.00 ,2022-06-06 11:38:00
782,2022-06-06 08:45:00,C13474839968,0,,Season         ,$0.00 ,2022-06-06 11:54:00
783,2022-06-06 08:45:00,C13566474525,0,,Season         ,$0.00 ,2022-06-06 17:31:00
784,2022-06-06 08:48:00,C13566348834,0,,               ,$0.00 ,2022-06-06 18:50:00
785,2022-06-06 08:51:00,C13474017112,0,,Season         ,$0.00 ,2022-06-06 19:00:00
786,2022-06-06 08:54:00,C13566533264,0,,Season         ,$0.00 ,2022-06-06 17:41:00
787,2022-06-06 09:02:00,C13474437302,0,,Season         ,$0.00 ,2022-06-06 12:32:00
789,2022-06-06 09:08:00,C13474693365,0,,Season         ,$0.00 ,2022-06-06 19:11:00
790,2022-06-06 09:10:00,C13472201783,0,,Season         ,$0.00 ,2022-06-06 19:48:00
791,2022-06-06 09:21:00,C13470818099,0,,Season         ,$0.00 ,2022-06-06 12:11:00
792,2022-06-06 09:22:00,C13565808591,0,,Season         ,$0.00 ,2022-06-06 16:48:00
793,2022-06-06 09:22:00,C13468773264,0,,Season         ,$0.00 ,2022-06-06 17:13:00
794,2022-06-06 09:31:00,C13473057299,1.11E+15,,Hourly         ,$6.01 ,2022-06-06 11:48:00
795,2022-06-06 09:32:00,C13474031805,0,,Season         ,$0.00 ,2022-06-06 13:28:00
796,2022-06-06 09:34:00,C13470650172,0,,Season         ,$0.00 ,2022-06-06 12:06:00
797,2022-06-06 09:40:00,C13566530418,0,,Season         ,$0.00 ,2022-06-06 16:45:00
798,2022-06-06 09:45:00,C13470823380,0,,Season         ,$0.00 ,2022-06-06 17:54:00
799,2022-06-06 09:48:00,C13474772119,1.11E+15,,Hourly         ,$20.56 ,2022-06-06 17:36:00
800,2022-06-06 09:51:00,C13474976901,1.11E+15,,Hourly         ,$24.36 ,2022-06-06 20:03:00
801,2022-06-06 09:58:00,C13474987914,0,,Season         ,$0.00 ,2022-06-06 16:52:00
802,2022-06-06 09:58:00,C13474667840,0,,Season         ,$0.00 ,2022-06-06 13:55:00
803,2022-06-06 10:01:00,C13060101272,0,,Season         ,$0.00 ,2022-06-06 11:56:00
804,2022-06-06 10:49:00,C13472527179,0,,Hourly         ,$0.00 ,
805,2022-06-06 10:54:00,C13566347730,1.11E+15,,Hourly         ,$3.39 ,2022-06-06 12:02:00
806,2022-06-06 10:55:00,C13471942394,1.00E+15,,Hourly         ,$7.55 ,2022-06-06 13:26:00
807,2022-06-06 10:56:00,C13565700094,0,,Season         ,$0.00 ,2022-06-06 11:44:00
808,2022-06-06 11:24:00,C13566399793,1.11E+15,,Hourly         ,$4.75 ,2022-06-06 12:59:00
814,2022-06-06 11:56:00,C13060101272,0,,Season         ,$0.00 ,2022-06-06 17:35:00
818,2022-06-06 12:14:00,C13473500827,0,,Season         ,$0.00 ,2022-06-06 18:44:00
820,2022-06-06 12:40:00,C13467736593,1.11E+15,,Hourly         ,$12.96 ,2022-06-06 17:43:00
823,2022-06-06 13:08:00,C13472456098,0,,Season         ,$0.00 ,2022-06-06 23:23:00
826,2022-06-06 13:34:00,C13472582131,1.11E+15,,Hourly         ,$2.78 ,2022-06-06 14:36:00
827,2022-06-06 13:47:00,C13475214905,1.11E+15,,Hourly         ,$13.25 ,2022-06-06 18:22:00
828,2022-06-06 13:49:00,C13474437302,0,,Season         ,$0.00 ,2022-06-06 17:25:00
830,2022-06-06 14:02:00,C13372683616,1.11E+15,,Hourly         ,$4.40 ,2022-06-06 15:52:00
831,2022-06-06 14:16:00,C13566299399,1.11E+15,,Hourly         ,$2.32 ,2022-06-06 15:14:00
832,2022-06-06 14:18:00,C13470818099,0,,Season         ,$0.00 ,2022-06-06 17:17:00
833,2022-06-06 14:31:00,C13475514638,0,,Season         ,$0.00 ,2022-06-06 18:26:00
835,2022-06-06 14:48:00,C13474839968,0,,Season         ,$0.00 ,2022-06-06 17:46:00
839,2022-06-06 15:36:00,C13474601064,0,,Season         ,$0.00 ,2022-06-06 17:21:00
840,2022-06-06 15:48:00,C13473532757,0,,Season         ,$0.00 ,2022-06-06 16:56:00
842,2022-06-06 15:57:00,C13388691881,1.11E+15,,Hourly         ,$3.72 ,2022-06-06 17:30:00
843,2022-06-06 16:13:00,C13474937525,1.11E+15,,Hourly         ,$2.56 ,2022-06-06 17:16:00
845,2022-06-06 16:26:00,C13473037723,1.11E+15,,Hourly         ,$6.76 ,2022-06-06 18:48:00
855,2022-06-06 17:23:00,C13388680949,1.11E+15,,Hourly         ,$4.48 ,2022-06-06 18:47:00
861,2022-06-06 17:32:00,C13468343612,0,,Season         ,$0.00 ,2022-06-06 17:39:00
875,2022-06-06 18:06:00,C13474571374,0,,Hourly         ,$0.00 ,2022-06-06 18:07:00
888,2022-06-06 18:59:00,C13468602761,1.11E+15,,Hourly         ,$3.00 ,2022-06-06 19:44:00
890,2022-06-06 19:00:00,C13470650172,0,,Season         ,$0.00 ,2022-06-07 08:50:00
891,2022-06-06 19:04:00,C13375148347,1.11E+15,,Hourly         ,$3.00 ,2022-06-06 20:40:00
899,2022-06-07 06:13:00,C13471724785,0,,Season         ,$0.00 ,2022-06-07 17:08:00
900,2022-06-07 07:15:00,C13565903053,0,,Season         ,$0.00 ,2022-06-07 17:02:00
901,2022-06-07 07:16:00,C13470461157,0,,Season         ,$0.00 ,2022-06-07 17:22:00
902,2022-06-07 07:34:00,C13566121918,0,,Season         ,$0.00 ,2022-06-07 17:31:00
903,2022-06-07 07:35:00,C13475420908,0,,Season         ,$0.00 ,2022-06-07 18:40:00
904,2022-06-07 07:39:00,C13474601064,0,,Season         ,$0.00 ,2022-06-07 17:18:00
905,2022-06-07 07:53:00,C13374701517,0,,               ,$0.00 ,2022-06-07 16:04:00
906,2022-06-07 07:58:00,C13473532757,0,,Season         ,$0.00 ,2022-06-07 10:05:00
907,2022-06-07 08:00:00,C13565788362,0,,Season         ,$0.00 ,2022-06-07 17:46:00
909,2022-06-07 08:01:00,C13474839968,0,,Season         ,$0.00 ,2022-06-07 16:00:00
908,2022-06-07 08:01:00,C13471728958,0,,               ,$0.00 ,2022-06-07 17:08:00
910,2022-06-07 08:03:00,C13472814929,0,,Season         ,$0.00 ,2022-06-07 17:46:00
911,2022-06-07 08:05:00,C13472255391,0,,Hourly         ,$0.00 ,2022-06-07 17:32:00
912,2022-06-07 08:07:00,C13374832221,0,,Hourly         ,$0.00 ,2022-06-07 17:57:00
913,2022-06-07 08:09:00,C13566352539,0,,Season         ,$0.00 ,2022-06-07 17:50:00
914,2022-06-07 08:10:00,C13475170990,0,,Hourly         ,$0.00 ,2022-06-07 13:46:00
915,2022-06-07 08:24:00,C13566474525,0,,Season         ,$0.00 ,2022-06-07 16:35:00
916,2022-06-07 08:27:00,C13473770570,0,,Season         ,$0.00 ,2022-06-07 15:46:00
917,2022-06-07 08:28:00,C13472990276,0,,Season         ,$0.00 ,2022-06-07 17:46:00
918,2022-06-07 08:34:00,C13474648173,0,,Season         ,$0.00 ,2022-06-07 18:26:00
919,2022-06-07 08:43:00,C13475026805,0,,Season         ,$0.00 ,2022-06-07 18:00:00
920,2022-06-07 08:44:00,C13472559297,0,,Season         ,$0.00 ,2022-06-07 16:21:00
921,2022-06-07 08:44:00,C13473210056,0,,Season         ,$0.00 ,2022-06-07 20:44:00
923,2022-06-07 08:50:00,C13474437302,0,,Season         ,$0.00 ,2022-06-07 12:08:00
924,2022-06-07 08:51:00,C13471638926,0,,               ,$0.00 ,2022-06-07 17:37:00
925,2022-06-07 08:54:00,C13469870746,0,,Hourly         ,$0.00 ,2022-06-07 18:40:00
926,2022-06-07 08:54:00,C13472450116,0,,Hourly         ,$0.00 ,2022-06-07 18:57:00
927,2022-06-07 08:57:00,C13474017112,0,,Season         ,$0.00 ,2022-06-07 18:47:00
928,2022-06-07 08:58:00,C13472201783,0,,Season         ,$0.00 ,2022-06-07 18:43:00
929,2022-06-07 09:09:00,C13474772119,1.11E+15,,Hourly         ,$10.29 ,2022-06-07 12:56:00
930,2022-06-07 09:13:00,C13566091244,0,,Season         ,$0.00 ,2022-06-07 18:28:00
931,2022-06-07 09:16:00,C13474066333,1.11E+15,,Hourly         ,$4.76 ,2022-06-07 11:11:00
932,2022-06-07 09:16:00,C13565808591,0,,Season         ,$0.00 ,2022-06-07 16:52:00
933,2022-06-07 09:17:00,C13474863035,1.11E+15,,Hourly         ,$0.76 ,2022-06-07 09:36:00
934,2022-06-07 09:21:00,C13565700094,0,,Season         ,$0.00 ,2022-06-07 17:40:00
935,2022-06-07 09:21:00,C13474503499,0,,Season         ,$0.00 ,2022-06-07 17:20:00
936,2022-06-07 09:22:00,C13470823380,0,,Season         ,$0.00 ,2022-06-07 17:17:00
938,2022-06-07 09:27:00,C13468773264,0,,Season         ,$0.00 ,2022-06-07 19:09:00
937,2022-06-07 09:27:00,C13470272306,0,,Season         ,$0.00 ,2022-06-07 17:28:00
940,2022-06-07 09:43:00,C13473500827,0,,Season         ,$0.00 ,2022-06-07 18:20:00
941,2022-06-07 09:56:00,C13470650172,0,,Season         ,$0.00 ,2022-06-07 15:04:00
942,2022-06-07 10:01:00,C13474976901,1.11E+15,,Hourly         ,$20.88 ,2022-06-07 17:57:00
943,2022-06-07 10:03:00,C13472313330,0,,Season         ,$0.00 ,2022-06-07 21:16:00
945,2022-06-07 10:06:00,C13388908206,1.11E+15,,Hourly         ,$4.31 ,2022-06-07 11:42:00
946,2022-06-07 10:17:00,C13474220666,0,,Season         ,$0.00 ,2022-06-07 16:17:00
947,2022-06-07 10:42:00,C13566377884,0,,Hourly         ,$0.00 ,2022-06-07 10:44:00
950,2022-06-07 11:13:00,C13469059605,0,,Hourly         ,$0.00 ,2022-06-07 11:16:00
952,2022-06-07 11:23:00,C13474993820,0,,Season         ,$0.00 ,2022-06-07 14:22:00
954,2022-06-07 11:47:00,C13475378787,0,,Season         ,$0.00 ,2022-06-07 18:27:00
955,2022-06-07 11:49:00,C13566530418,0,,Season         ,$0.00 ,2022-06-07 11:59:00
958,2022-06-07 12:18:00,C13566377884,0,,Hourly         ,$0.00 ,2022-06-07 12:19:00
961,2022-06-07 13:02:00,C13470975973,1.11E+15,,Hourly         ,$5.66 ,2022-06-07 15:08:00
962,2022-06-07 13:38:00,C13566448998,1.11E+15,,Hourly         ,$2.66 ,2022-06-07 14:38:00
963,2022-06-07 13:39:00,C13470301014,1.11E+15,,               ,$1.16 ,2022-06-07 14:14:00
964,2022-06-07 13:39:00,C13475070656,1.11E+15,,Hourly         ,$4.17 ,2022-06-07 15:17:00
967,2022-06-07 13:54:00,C13566050539,1.11E+15,,Hourly         ,$4.18 ,2022-06-07 15:36:00
966,2022-06-07 13:54:00,C13472586513,1.11E+15,,Hourly         ,$8.14 ,2022-06-07 17:15:00
968,2022-06-07 14:02:00,C13474437302,0,,Season         ,$0.00 ,2022-06-07 17:07:00
969,2022-06-07 14:11:00,C13388052781,1.11E+15,,Hourly         ,$2.68 ,2022-06-07 15:18:00
972,2022-06-07 14:22:00,C13472456098,0,,Season         ,$0.00 ,2022-06-07 20:25:00
974,2022-06-07 14:56:00,C13474772119,1.11E+15,,Hourly         ,$5.20 ,2022-06-07 17:06:00
980,2022-06-07 15:39:00,C13470431465,1.11E+15,,Hourly         ,$4.64 ,2022-06-07 17:34:00
1002,2022-06-07 17:36:00,C13565979835,1.11E+15,,Hourly         ,$3.96 ,2022-06-07 23:12:00
1003,2022-06-07 17:37:00,C13475492238,1.11E+15,,Hourly         ,$0.68 ,2022-06-07 17:53:00
1005,2022-06-07 17:38:00,C13566448998,1.11E+15,,Hourly         ,$3.88 ,2022-06-07 21:22:00
1015,2022-06-07 18:16:00,C13469043599,0,,Hourly         ,$0.00 ,
1017,2022-06-07 18:25:00,C13472910268,0,,Hourly         ,$0.00 ,2022-06-07 18:34:00
1022,2022-06-07 18:37:00,C13472910268,0,,Hourly         ,$0.00 ,2022-06-08 18:20:00
1023,2022-06-07 18:37:00,C13470650172,0,,Season         ,$0.00 ,2022-06-08 11:03:00
1027,2022-06-07 18:44:00,C13468051791,1.11E+15,,Hourly         ,$3.00 ,2022-06-07 22:35:00
